"die number","production number","arrival at","die diamater",bolster,die_postition
CQ63T3-V02C-ZZZ,C2Q63A-AD141A30K,2025-08-20,300,B6030-1515--**,
CQ63T3-V03C,C2Q63A-AD141A20K,2026-01-30,300,B6030-1515--**,
CQ63T3-V03C-ZZZ,C2Q63A-AD141A30K,2026-01-30,300,B6030-1515--**,
CQ63T3-V04C,C2Q63A-AD141A20K,2026-01-30,300,B6030-1515--**,
CQ63T3-V04C-ZZZ,C2Q63A-AD141A30K,2026-01-30,300,B6030-1515--**,
CQ80E-V01C,C2Q80G-F2258-20K,2023-05-23,300,B6030-1515--**,2B1_3A
CQ80K-V01D,C2Q080K31-49705A,2023-04-05,300,B6030-1515--**,Q5_3B
CQ80K-V02D,C2Q080K31-49705A,2024-07-09,300,B6030-1515--**,B2_1B
CQ80R3-V01D,C2Q80L-AD142-20K,2023-04-05,380,B6033-2121--**,2B2_1A
CQ80T-V01C,C2Q80-04-J0783-K,2023-05-29,380,B6033-2121--**,2B3_1A
CQ80T-V02C,C2Q80-04-J0783-K,2025-12-03,380,B6033-2121--**,
CQ80T3-V01C,C2Q80A-AD142-20K,2023-05-16,380,B6033-2121--**,2B2_3A
CQ80T3-V01C-ZZZ,C2Q80A-AD142-30K,2024-05-14,380,B6033-2121--**,
CQ80T3-V02C,C2Q80A-AD142-20K,2025-07-11,380,B6033-2121--**,
CQ80T3-V02C-ZZZ,C2Q80A-AD142-30K,2025-07-16,380,B6033-2121--**,
CQA0E-V01C,C2QA0G-F2259-20K,2023-05-23,300,B6030-1515--**,2B3_3A
CQA0K-V01D,C2Q100K31-49706A,2023-04-05,300,B6030-1515--**,Q5_1A
CQA0K-V02D,C2Q100K31-49706A,2024-07-09,300,B6030-1515--**,B2_3B
CQA0T-V01C,C2QA0-04-J0784-K,2023-05-29,380,B6033-2121--**,2B4_3A
CQA0T3-V01C,C2QA0A-AD143-20K,2023-05-29,380,B6033-2121--**,2B4_1A
CQA0T3-V01C-ZZZ,C2QA0A-AD143-30K,2024-05-14,380,B6033-2121--**,
CQA0T3-V02C,C2QA0A-AD143-20K,2025-03-24,380,B6033-2121--**,
CQA0T3-V02C-ZZZ,C2QA0A-AD143-30K,2025-03-24,380,B6033-2121--**,
CQM63P0-V01E,CQM63J-AA073-20K,2023-10-18,300,B6030-1515--**,T3_2A
CQM80P0-V01E,CQM80J-AA074-20K,2023-10-18,330,B6033-2121--**,F5_3A
CQMA0P0-V01E,CQMA0J-AA075-20K,2023-10-18,380,B6033-2121--**,2J3_3A
CQS12R-V01D,CQS12-02-J4466-K,2023-10-06,230,B4620-1208-**,Q1_1A
CQS12T-V01D,CQS12-04-F6462-K,2022-08-10,260,B4626-1710-**,M1_3A
CQS12T2-V01D,CQS12-04-F6464-K,2022-08-24,260,B4626-1710-**,M1_3B
CQS12T3-V01D,CQS12-04-3819L-K,2023-10-06,230,B4620-1208-**,Q1_2A
CQS16R-V01E,CQS16-02-J4467-K,2023-10-16,260,B4626-1710-**,S3_2A
CQS16T-V01B,CQS16-04-F6463-K,2022-07-13,260,B4626-1710-**,M2_1A
CQS16T2-V01D,CQS16-04-F6465-K,2022-08-24,260,B4626-1710-**,M2_1B
CQS20R-V01E,CQS20-02-J4468-K,2023-10-16,260,B4626-1710-**,S2_3A
CQS20T-V01D,CQS20-04-F6466-K,2022-10-01,260,B4626-1710-**,M2_3A
CQS20T-V01D-ZZZ,CQS20-04-F6466-30K,2026-01-16,260,B4626-1710-**,
CQS25R-V01E,CQS25-02-J4469-K,2023-10-18,260,B4626-1710-**,T4_2A
CQS25T-V01D,CQS25-04-F6467-K,2022-10-01,260,B4626-1710-**,M2_3B
CQS25T-V01D-ZZZ,CQS25-04-F6467-30K,2026-01-16,260,B4626-1710-**,
CRQ10B-V01C,P4730001-D,2022-07-27,260,B4626-1710-**,D5_3A
CRQ10B-V02C,P4730001-D,2023-05-16,260,B4626-1710-**,D5_3B
CRQ10B-V03C,P4730001-D,2023-11-01,260,B4626-1710-**,I5_2A
CRQ15B-V01C,P4730002-D,2020-12-18,260,B4626-1710-**,D4_2A
CRQ15B-V01D,P4730002-D,2025-11-13,260,B4626-1710-**,
CRQ15B-V02C,P4730002-D,2022-03-24,260,B4626-1710-**,D4_2B
CRQ20B-V01D,P4730003-D,2020-06-23,260,B4626-1710-**,D4_3A
CRQ20B-V02D,P4730003-D,2022-06-07,260,B4626-1710-**,D4_3B
CRQ20B-V03D,P4730003-D,2022-06-07,260,B4626-1710-**,T5_3B
CRQ30B-V01D,P4730004-D,2020-06-23,260,B4626-1010-**,D5_1A
CRQ30B-V02D,P4730004-D,2022-06-07,260,B4626-1710-**,D5_1B
CRQ30B-V03D,P4730004-D,2022-06-07,260,B4626-1710-**,S4_2A
CRQ40B-V01D,P4730005-D,2020-07-08,300,B4630-1515-**,D5_2A
CRQ40B-V02D,P4730005-D,2022-06-07,300,B4630-2012-**,D5_2B
CSA2S-V01D,C1SA2E-AA749-15K,2023-09-20,260,B4626-1710-**,Q1_3A
CSA6S-V01D,C1SA6E-AA750-15K,2023-09-20,260,B4626-1710-**,Q2_1A
CSA6S0-V01D,C1SA6E-Q4561-15K,2023-09-20,260,B4626-1710-**,Q2_2A
CSB0S-V01D,C1SB0E-AA752-15K,2023-10-24,230,B4620-1208-**,K4_2A
CU06B-V01D,CU-006K27-57155A,2024-09-20,260,B4626-1010-**,
CU06B-V02D,CU-006K27-57155A,2026-02-09,260,B4626-1010-**,
CU06B3-V01D,C2U06A-AS920-20K,2024-09-20,260,B4626-1010-**,
CU10B-V01D,CU-010K27-57156A,2024-09-20,260,B4626-1010-**,
CU10B-V02D,CU-010K27-57156A,2026-02-09,260,B4626-1010-**,
CU10B3-V01D,C2U10A-AS921-20K,2022-08-10,260,B4626-1710-**,M3_1A
CU10B3-V02D,C2U10A-AS921-20K,2023-10-24,260,B4626-1710-**,M3_1B
CU16B-V01D,CU-016K27-57157A,2024-09-30,260,B4626-1010-**,
CU16B-V02D,CU-016K27-57157A,2026-02-09,260,B4626-1010-**,
CU16B3-V01D,C2U16A-AS922-20K,2024-11-07,260,B4626-1010-**,
CU20B-V01D,CU-020K27-57158A,2024-09-20,260,B4626-1010-**,
CU20B-V02D,CU-020K27-57158A,2026-02-09,260,B4626-1010-**,
CU20B3-V01D,C2U20A-AS923-20K,2022-08-10,260,B4626-1710-**,M3_3A
CU20B3-V02D,C2U20A-AS923-20K,2023-10-06,260,B4626-1710-**,Q2_3A
CU25B2-V01D,CU-025K27-57159A,2024-09-20,260,B4626-1010-**,
CU25B3-V01D,C2U25A-AS924-20K,2022-08-10,260,B4626-1710-**,M3_3B
CU25B3-V02D,C2U25A-AS924-20K,2023-10-06,260,B4626-1710-**,Q3_1A
CU32B-V01D,CU-032K27-57160A,2024-09-20,300,B4630-1515-**,
CU32B3-V01D,C2U32A-AS925-20K,2022-08-24,300,B4630-2012-**,M4_1A
CU32B3-V02D,C2U32A-AS925-20K,2023-10-24,300,B4630-2012-**,I5_3A
CUJ04A-V01D,CUJ04A-P7100A20K,2024-09-30,260,B4626-1710-**,
CUJ04A-V02D,CUJ04A-P7100A20K,,260,B4626-1010-**,
CUJ06A-V01D,CUJ06A-P7101A20K,2024-09-30,260,B4626-1010-**,
CUJ06A-V02D,CUJ06A-P7101A20K,2026-01-19,260,B4626-1010-**,
CUJ08A-V01D,CUJ08A-P7102A20K,2024-09-30,260,B4626-1010-**,
CUJ08A-V02D,CUJ08A-P7102A20K,2026-01-19,260,B4626-1010-**,
CUJ10A-V01D,CUJ10A-P7103A20K,2024-09-30,260,B4626-1010-**,
CUJ10A-V02D,CUJ10A-P7103A20K,2026-01-19,260,B4626-1010-**,
CUJ12A-V01D,CUJ12A-AD252-20K,2020-06-17,260,B4626-1710-**,E1_1A
CUJ12A-V01S,CUJ12A-AD252-20K,2025-10-17,260,B4626-1010-**,
CUJ12A-V02D,CUJ12A-AD252-20K,2022-01-17,260,B4626-1010-**,E1_1B
CUJ16A-V01D,CUJ16A-AD253-20K,2020-06-17,260,B4626-1710-**,E1_2A
CUJ16A-V02D,CUJ16A-AD253-20K,2022-01-17,260,B4626-1010-**,E1_2B
CUJ20A-V01D,CUJ20A-AD254-20K,2020-06-17,260,B4626-1710-**,E1_3A
CUJ20A-V02D,CUJ20A-AD254-20K,2022-04-01,260,B4626-1010-**,E1_3B
CX10P-V01D,C2X10J-K0456-20K,2023-10-06,230,B4620-1208-**,Q3_2A
CX15P-V01D,C2X15J-K0457-20K,2023-10-06,230,B4620-1208-**,Q3_3A
CXS06C-V01E,CXS06L-R6000-20K,2025-07-18,260,B4626-1010-**,
CXS06P-V01D,CXS06J-A5157-20K,2024-09-30,260,B4626-1710-**,
CXS06P-V02D,CXS06J-A5157-20K,2025-11-28,260,B4626-1710-**,
CXS06S2-V01D,CXS06A-AS986-20K,2025-08-12,260,B4626-1710-**,
CXS06S2-V01E,CXS06A-AS986-20K,2025-01-17,260,B4626-1710-**,
CXS06S3-V01D,CXS06A-R6000-20K,0000-00-00,260,B4626-1010-**,E2_1A
CXS06S3-V02D,CXS06A-R6000-20K,2023-08-29,260,B4626-1710-**,E2_1B
CXS06S3-V03D,CXS06A-R6000-20K,2025-03-10,260,B4626-1010-**,
CXS10C-V01E,CXS10L-R6001-20K,2025-07-18,260,B4626-1010-**,
CXS10P-V01D,CXS10J-28747-20K,2024-09-30,260,B4626-1710-**,
CXS10P-V02D,CXS10J-28747-20K,2025-11-28,260,B4626-1710-**,
CXS10S2-V01E,CXS10A-AS987-20K,2025-01-17,260,B4626-1710-**,
CXS10S2-V02E,CXS10A-AS987-20K,2025-12-10,260,B4626-1710-**,
CXS10S3-V01D,CXS10A-R6001-20K,0000-00-00,260,B4626-1010-**,E2_2A
CXS10S3-V02D,CXS10A-R6001-20K,2023-08-29,260,B4626-1010-**,E2_2B
CXS15P-V01D,CXS15J-28748-20K,2024-09-30,260,B4626-1710-**,
CXS15P-V02D,CXS15J-28748-20K,2025-11-28,260,B4626-1710-**,
CXS15S3-V01D,CXS15A-BA022-20K,0000-00-00,260,B4626-1010-**,E2_3A
CXS15S3-V02D,CXS15A-BA022-20K,2023-08-29,260,B4626-1710-**,E2_3B
CXS15S3-V03D,CXS15A-BA022-20K,2025-02-24,260,B4626-1710-**,
CXS16LB-V01E,CXR016-32-29953,2025-07-18,260,B4626-1010-**,
CXS16S2-V01D,CXS16A-AS988-20K,2025-08-12,260,B4626-1710-**,
CXS16S2-V01E,CXS16A-AS988-20K,2025-01-17,260,B4626-1710-**,
CXS20P-V01E,CXS20J-28749-20K,2024-09-20,260,B4626-1710-**,
CXS20P-V02E,CXS20J-28749-20K,2025-10-24,260,B4626-1710-**,
CXS20S2-V01E,CXS20A-AS989-20K,2025-01-17,260,B4626-1710-**,
CXS20S3-V01D,CXS20A-BA023-20K,0000-00-00,260,B4626-1710-**,E3_1A
CXS20S3-V02D,CXS20A-BA023-20K,2023-08-29,260,B4626-1710-**,E3_1B
CXS25LB-V01E,CXR025-32-29954,2025-07-18,260,B4626-1010-**,
CXS25P-V01E,CXS25J-28750-20K,2024-09-20,260,B4626-1710-**,
CXS25P-V02E,CXS25J-28750-20K,2025-10-24,260,B4626-1710-**,
CXS25S2-V01E,CXS25A-AS990-20K,2025-01-17,300,B4630-2012-**,
CXS25S2-V02E,CXS25A-AS990-20K,,300,B4630-1515-**,
CXS25S3-V01D,CXS25A-BA024-20K,0000-00-00,300,B4630-1515-**,E3_2A
CXS25S3-V02D,CXS25A-BA024-20K,2023-09-11,300,B4630-1515-**,E3_2B
CXS32LB-V01E,CXR32-32-A2226-K,2025-07-18,260,B4626-1010-**,
CXS32P-V01E,CXS32J-28751-20K,2024-09-20,260,B4626-1710-**,
CXS32P-V02E,CXS32J-28751-20K,2025-10-24,260,B4626-1710-**,
CXS32S2-V01E,CXS32A-AS991-20K,2025-01-17,300,B4630-2012-**,
CXS32S2-V02E,CXS32A-AS991-20K,2025-12-10,300,B4630-2012-**,
CXS32S3-V01D,CXS32A-BA025-20K,0000-00-00,300,B4630-1515-**,E3_3A
CXS32S3-V02D,CXS32A-BA025-20K,2023-09-11,300,B4630-1515-**,E3_3B
CY1S06PA-V01D,CYS06JBAJ024A-20K,2025-12-24,260,B4626-1710-**,
CY1S06PB-V01D,CYS06JBAJ024A-20K,2025-12-30,260,B4626-1010-**,
CY1S06S-V01D,CYS06K-AJ024-20K,2025-12-30,260,B4626-1710-**,
CY1S10PA-V01D,CYS10JAAJ025A-20K,2025-12-19,260,B4626-1710-**,
CY1S10PB,CYS10JBAJ025A-20K,2026-01-12,260,B4626-1710-**,
CY1S10PB-V01D,CYS10JBAJ025A-20K,2026-01-12,260,B4626-1710-**,
CY1S10S-V01D,CYS10K-AJ025-20K,2025-12-19,260,B4626-1710-**,
CY1S15PA-V01D,CYS15JAAJ026A-20K,2025-12-29,260,B4626-1710-**,
CY1S15PB-V01D,CYS15JBAJ026A-20K,2025-12-30,260,B4626-1710-**,
CY1S15S-V01D,CYS15K-AJ026-20K,2025-12-19,300,B6030-2012--**,
CY1S20PA-V01D,CYS20JAAJ027A-20K,2025-12-30,300,B6030-2012--**,
CY1S20PB-V01D,CYS20JBAJ027A-20K,2025-12-30,300,B6030-2012--**,
CY1S20S-V01D,CYS20K-AJ027-20K,2025-12-30,300,B6030-2012--**,
CY1S25PA-V01D,CYS25JAAJ028A-20K,2025-12-30,300,B6030-2012--**,
CY1S25PB-V01D,CYS25JBAJ028A-20K,2025-12-30,300,B6030-2012--**,
CY1S25S-V01D,CYS25K-AJ028-20K,2025-12-19,330,B6033-3114--**,
CY1S32PA-V01D,CYS32JAAJ029A-20K,2026-01-12,330,B6033-3114--**,
CY1S32PB-V01D,CYS32JBAJ029A-20K,2025-12-29,330,B6033-3114--**,
CY1S32S-V01D,CYS32K-AJ029-20K,2025-12-30,330,B6033-3114--**,
CY1S40PA-V01D,CYS40JAAJ030A-20K,2026-01-19,330,B6033-3114--**,
CY1S40PB-V01D,CYS40JBAJ030A-20K,2026-01-19,330,B6033-3114--**,
CY1S40S-V01D,CYS40K-AJ030-20K,2025-12-30,380,B6033-3114--**,
CYB06B-V01D,CYB06K-AS375-20K,2024-06-28,260,B4626-1710-**,B3_2B
CYB06C-V01D,CYB06L-AS375-30K,2024-05-09,260,B4626-1710-**,B4_1B
CYB10B-V01D,CYB10K-AS376-20K,2024-06-28,260,B4626-1710-**,B4_2B
CYB10C-V01D,CYB10L-AS376-30K,2024-05-08,260,B4626-1710-**,B4_3B
CYB15B-V01D,CYB15K-AS377-20K,2024-06-28,260,B4626-1710-**,B5_2B
CYB15C-V01D,CYB15L-AS377-30K,2024-05-08,260,B4626-1710-**,D2_1B
CYB20B-V01D,CYB20K-AS378-20K,2024-06-28,260,B4626-1710-**,D3_1B
CYB25B-V01D,CYB25K-AS379-20K,2024-06-28,260,B4626-1710-**,E5_2B
CYB32B-V01D,CYB32K-AS380-20K,2024-07-09,300,B6030-1515--**,E5_3B
CYB32C-V01D,CYB32L-AS380-30K,2024-05-13,260,B4626-1710-**,F5_3B
CYB40B-V01D,CYB40K-AS381-20K,2024-06-17,300,B6030-1515--**,G3_1B
CYB40C-V01D,CYB40L-AS381-30K,2024-05-13,260,B4626-1710-**,H4_2B
CYB50B-V01D,CYB50K-AS382-20K,2024-07-09,330,B6033-2121--**,2A1_2B
CYB63B-V01D,CYB63K-AS383-20K,2024-07-09,380,B6033-2121--**,2A1_2A
CYP15S-V01D,CYP15K-R5500-20K,2023-09-20,260,B4626-1710-**,Q4_1A
CYP32S-V01D,CYP32K-R5501-20K,2023-09-20,300,B4630-2012-**,Q4_2A
CYR06AR-V01D,CYR06L-AX660-20K,2023-11-20,230,B4620-1208-**,S1_2A
CYR06B-V01D,CYR06K-AX660-20K,2024-09-20,230,B4620-1208-**,
CYR06E-V01D,CYR06J-AX660-20K,2023-11-04,200,B4620-1208-**,K5_2A
CYR06SR-V01D,CYR06E-AX660-30K,2024-09-20,230,B4620-1208-**,
CYR06SR-V02D,CYR06E-AX660-30K,2025-12-19,230,B4620-1208-**,
CYR10AR-V01D,CYR10L-AX661-20K,2023-11-20,230,B4620-1208-**,A2_3B
CYR10B-V01D,CYR10K-AX661-20K,2023-11-04,230,B4620-1208-**,L5_2A
CYR10E-V01D,CYR10J-AX661-20K,2023-11-04,200,B4620-1208-**,M1_2A
CYR10SR-V01D,CYR10E-AX661-30K,2024-09-04,230,B4620-1208-**,
CYR10SR-V02D,CYR10E-AX661-30K,2026-01-12,230,B4620-1208-**,
CYR15AR-V01E,CYR15L-AX662-20K,2023-11-16,230,B4620-1208-**,O3_2A
CYR15B-V01D,CYR15K-AX662-20K,2023-11-04,230,B4620-1208-**,M2_2A
CYR15E-V01E,CYR15J-AX662-20K,2023-11-16,200,B4620-1208-**,Q4_3A
CYR15SR-V01D,CYR15E-AX662-30K,2024-09-04,230,B4620-1208-**,
CYR15SR-V02D,CYR15E-AX662-30K,2026-01-12,230,B4620-1208-**,
CYR20AR-V01E,CYR20L-AX663-20K,2023-11-16,230,B4620-1208-**,L3_2A
CYR20B-V01D,CYR20K-AX663-20K,2023-11-04,260,B4626-1710-**,M3_2A
CYR20E-V01E,CYR20J-AX663-20K,2023-11-16,200,B4620-1208-**,P1_2A
CYR20SR-V01D,CYR20E-AX663-30K,2024-09-04,260,B4626-1710-**,
CYR20SR-V02D,CYR20E-AX663-30K,2026-01-12,260,B4626-1710-**,
CYR25AR-V01E,CYR25L-AX664-20K,2023-11-16,230,B4620-1208-**,K3_2A
CYR25B-V01D,CYR25K-AX664-20K,2023-11-04,260,B4626-1710-**,P3_2A
CYR25E-V01E,CYR25J-AX664-20K,2023-11-16,260,B6026-1212--**,A3_1B
CYR25SR-V01D,CYR25E-AX664-30K,2024-10-21,260,B4626-1710-**,
CYR25SR-V02D,CYR25E-AX664-30K,2025-11-14,260,B4626-1710-**,
CYR32AR-V01D,CYR32L-AX665-20K,2023-11-04,260,B4626-1710-**,P4_2A
CYR32B-V01D,CYR32K-AX665-20K,2023-11-20,260,B4626-1710-**,J4_3A
CYR32E-V01D,CYR32-32-786GL,2023-09-20,300,B6030-1515--**,R1_1A
CYR32E2-V01E,CYR32J-AX665-20K,2023-11-16,260,B6026-1212--**,J5_1A
CYR32SR-V01D,CYR32E-AX665-30K,2024-09-04,260,B4626-1710-**,
CYR32SR-V02D,CYR32E-AX665-30K,2026-01-12,260,B4626-1710-**,
CYR40AR-V01D,CYR40L-AX666-20K,2023-11-04,260,B4626-1710-**,P5_2A
CYR40B-V01D,CYR40K-AX666-20K,2023-11-20,300,B4630-1515-**,J5_2A
CYR40E-V01E,CYR40J-AX666-20K,2023-11-16,300,B6030-2012--**,J5_3A
CYR40SR-V01D,CYR40E-AX666-30K,2024-09-04,260,B4626-1710-**,
CYR50AR-V01E,CYR50L-AX667-20K,2023-11-16,300,B6030-2012--**,P2_2A
CYR50B-V01D,CYR50K-AX667-20K,2023-11-16,330,B6033-2121--**,2H3_2A
CYR50E-V01E,CYR50J-AX667-20K,2023-11-16,300,B6033-2121--**,A5_3A
CYR50SR-V01D,CYR50E-AX667-30K,2024-09-04,260,B4626-1710-**,
CYR50SR-V02D,CYR50E-AX667-30K,2026-01-12,260,B4626-1710-**,
CYR63AR-V01E,CYR63L-AX668-20K,2023-11-16,330,B6033-3114--**,2F1_2A
CYR63B-V01D,CYR63K-AX668-20K,2023-11-20,330,B6033-2121--**,2G1_2A
CYR63E-V01E,CYR63J-AX668-20K,2023-11-16,380,B6033-2121--**,2G2_2A
CYR63SR-V01D,CYR63E-AX668-30K,2024-09-04,300,B4630-2012-**,
CYR63SR-V02D,CYR63E-AX668-30K,2026-01-12,300,B4630-2012-**,
CYV15C-V01D,CYV15G-R5502-20K,2023-09-20,260,B4626-1710-**,Q5_2A
CYV15K-V01D,CYV15C-R5502-20K,2023-09-20,260,B4626-1710-**,R1_2A
CYV32C-V01D,CYV32G-R5503-20K,2023-09-20,260,B4626-1710-**,R1_3A
CYV32K-V01D,CYV32C-R5503A20K,2022-10-11,300,B4630-2012-**,T4_3B
CYV32K-V01D-ZZZ,CYP32C-R5501A30K,2024-08-22,300,B4630-2012-**,
CYV32K-V01D-ZZZ-DUN,CYV32C-R5503A30K,2024-08-22,300,B4630-2012-**,
CYV32K-V02D,CYV32C-R5503A20K,2026-03-10,300,B4630-2012-**,
CYV32K-V02D-ZZZ-DUN,CYV32C-R5503A30K,2026-03-10,300,B4630-2012-**,
DXT155M-V01D,DXT155-38-1,2020-06-17,260,B4626-1710-**,I2_3A
DXT155M-V02D,DXT155-38-1,2021-12-01,260,B4626-1710-**,I2_3B
DXT192M1-V01D,DXT192-11-3,2020-06-17,260,B4626-1710-**,I3_1A
DXT192M1-V02D,DXT192-11-3,2021-12-01,260,B4626-1010-**,I3_1B
DXT199M1-V01D,DXT199-20-1,2022-06-29,260,B4626-1710-**,M4_2A
DXT199M1-V02D,DXT199-20-1,2023-08-17,260,B4626-1710-**,M4_2B
JA8378,JA8378,2024-12-06,200,B4620-1208-**,
JSY31M2-V01D,JSY31M-20-E-3,2025-10-23,230,B4620-1208-**,
LEF16B0-V01D,LEF16-1D,2025-03-25,300,B6030-1515--**,
LEF16MC1-V01D,LEF16-9D,2023-08-09,260,B4626-1710-**,H5_2A
LEF16MM0-V01D,LEF16-8D-HF,2023-08-09,260,B4626-1710-**,I5_1A
LEF16TB0-V01D,LEF16-4D,2025-03-10,260,B4626-1010-**,
LEF25B0-V01D,LEF25-1D,2025-03-25,300,B6030-1515--**,
LEF25MC1-V01D,LEF25-9D,2023-08-18,260,B4626-1710-**,S3_1A
LEF25MC2-V01D,LEF25-9D-HF,2023-08-18,260,B4626-1710-**,S4_3A
LEF25MM0-V01D,LEF25-8D-HF,2023-08-30,300,B6030-2012--**,S2_1A
LEF25TB0-V01D,LEF25-4D,2025-04-01,260,B4626-1010-**,
LEF32B0-V01D,LEF32-1D,2025-03-25,300,B6030-1515--**,
LEF32MC3A-V01D,LEF32-64AYA121-20-K,2025-03-25,300,B6030-1515--**,
LEF32MC4-V01D,LEF32-64-YA119-20-K,2025-03-25,300,B6030-1515--**,
LEF32MM0-V01D,LEF32-8D-HF,2023-08-30,330,B6033-3114--**,S2_2A
LEF32TB0-V01D,LEF32-4D,2025-02-24,260,B4626-1010-**,
LEF40B0-V01D,LEF40-1D,2025-03-25,300,B6030-1515--**,
LEF40MC1-V01D,LEF40-9D,2023-08-09,300,B4630-2012-**,S3_3A
LEF40MC2-V01D,LEF40-9D-HF,2023-08-09,330,B6033-2121--**,T5_2A
LEF40MC2-V02D,LEF40-9D-HF,2025-02-24,330,B6033-2121--**,
LEF40MM0-V01D,LEF40-8D-HF,2023-09-12,380,B6033-2121--**,2J4_1A
LEF40TB0-V01D,LEF40-4D,2025-04-01,300,B6030-1515--**,
LEY16B2-V01D,EQY16A-YA096-30-K,2025-02-24,260,B4626-1010-**,
LEY25B2-V01D,EQY25A-YA096-30-K,2024-12-24,260,B4626-1710-**,
LEY32B2-V01D,EQY32A-YA096-30-K,2024-12-24,260,B4626-1710-**,
LEY63B-V01B,LEY63-1D-30,2023-04-20,300,B6030-1515--**,2G4_1A
LEY63B-V02B,LEY63-1D-30,2025-07-16,300,B6030-1515--**,
LEYA0B-V01B,LEYA0A-YA012-30-K,2023-04-20,330,B6033-2121--**,2G4_3A
LEYA0B-V02B,LEYA0A-YA012-30-K,2025-07-16,330,B6033-2121--**,
M1B32T-V01D,MB-32ABL8509-30K,2022-08-24,260,B4626-1710-**,M4_3A
M1B40T-V01D,MB-40ABL8510-30K,2022-08-24,260,B4626-1710-**,M4_3B
M1B40T-V02D,MB-40ABL8510-30K,2025-10-30,260,B4626-1710-**,
M1B50T-V01D,MB-50ABL8511-30K,2022-08-24,300,B4630-2012-**,M5_1A
M1B63T-V01D,MB-63ABL8512-30K,2022-08-24,330,B6033-2121--**,M5_1B
M1B63T-V02D,MB-63ABL8512-30K,2025-04-03,330,B6033-2121--**,
M1B80T-V01D,MB-80ABL8513-30K,2023-06-03,330,B6033-2121--**,2C1_1A
M1BA0T-V01B,MB-A0ABL8514-30K,2023-08-24,380,B6033-2121--**,2C1_1B
M1BA2T-V01D,MB-A2ABAB708-30K,2023-04-24,420,B6042-3030--**,2C1_3A
M1L25AJ-V01E,M1L025-32H82076,2025-07-18,300,B4630-1515-**,
M1L32AJ-V01E,M1L032-32H82077,2025-07-18,330,B6033-2121--**,
M1L40AJ-V01E,M1L040-32H82078,2025-08-08,380,B6033-3114--**,2P1_1A
MB32C-V01D,MB-32-32-C6776-K,2022-06-29,260,B4626-1710-**,M5_3A
MB32C-V02D,MB-32-32-C6776-K,2023-08-28,260,B4626-1710-**,M5_3B
MB32T-V01C,S369A63T36X32X30,2022-06-27,260,B4626-1710-**,N1_1A
MB32T-V02C,S369A63T36X32X30,2024-08-02,260,B4626-1710-**,
MB32T-V03C,S369A63T36X32X30,2024-08-02,260,B4626-1710-**,
MB32TD-V01C,S409A63T36X32X30,2022-08-08,260,B4626-1710-**,M5_2A
MB32TD-V01H,S409A63T36X32X30,2026-03-25,260,B4626-1710-**,
MB40C-V01D,MB-40-32-C6777-K,2022-06-29,300,B4630-2012-**,N1_1B
MB40C-V02D,MB-40-32-C6777-K,2023-08-17,300,B4630-2012-**,N1_2B
MB40T-V01C,S369A63T45X40X30,2022-06-27,260,B4626-1710-**,N1_3A
MB40T-V02C,S369A63T45X40X30,2024-08-02,260,B4626-1710-**,
MB40T-V03C,S369A63T45X40X30,2024-08-02,260,B4626-1710-**,
MB40TD-V01C,S409A63T45X40X30,2022-08-08,260,B4626-1710-**,N1_3B
MB40TD-V01H,S409A63T45X40X30,2026-03-16,260,B4626-1710-**,
MB50C-V01D,MB-50-32-C6778-K,2023-05-23,330,B6033-2121--**,2C2_1A
MB50C-V02D,MB-50-32-C6778-K,2025-02-24,330,B6033-2121--**,
MB50T-V01C,S369A63T55X50X30,2022-06-27,260,B4626-1710-**,N2_1B
MB50T-V02C,S369A63T55X50X30,2024-08-02,260,B4626-1710-**,
MB50T-V03C,S369A63T55X50X30,2024-08-02,260,B4626-1710-**,
MB50TD-V01C,S409A63T55X50X30,2022-08-08,260,B4626-1710-**,N2_1A
MB50TD-V01H,S409A63T55X50X30,2026-03-16,260,B4626-1710-**,
MB63C-V01D,MB-63-32-C6779-K,2023-05-23,380,B6033-2121--**,2C2_3A
MB63C-V02D,MB-63-32-C6779-K,2025-02-24,380,B6033-2121--**,
MB63TD-V01C,S409A63T68X63X30,2022-06-01,260,B4626-1010-**,N2_3A
MB63TD-V02C,S409A63T68X63X30,2025-10-03,260,B4626-1010-**,
MB80C-V01D,MB-80-32-C6780-K,2023-05-23,380,B6033-2121--**,2C3_1A
MB80C-V02D,MB-80-32-C6780-K,2025-03-10,380,B6033-2121--**,
MB80TD-V01C,S409A63T86X80X30,2022-08-17,300,B4630-2012-**,N2_3B
MB80TD-V02C,S409A63T86X80X30,2025-10-03,300,B4630-2012-**,
MBA0C-V01D,MB-A0-32-C6781-K,2023-05-23,380,B6033-2121--**,2C3_3A
MBA0C-V02D,MB-A0-32-C6781-K,2025-03-10,380,B6033-2121--**,
MBA0TD-V01C,S409A63T107X100X30,2022-10-01,300,B4630-1515-**,N3_1A
MBA0TD-V02C,S409A63T107X100X30,2025-10-03,300,B4630-1515-**,
MGJ06B-V01D,MGJ06K-BA394-20K,2022-07-02,260,B4626-1710-**,N3_2A
MGJ06B-V02D,MGJ06K-BA394-20K,2023-08-17,260,B4626-1710-**,N3_2B
MGJ10B-V01D,MGJ10K-BA395-20K,2022-07-02,260,B4626-1710-**,N3_3A
MGJ10B-V02D,MGJ10K-BA395-20K,2025-10-30,260,B4626-1710-**,
